data_file,files,first_order_density,prop_cost,core_size,periphery_size,shared_size,control_size,vfo_median,vfi_median,jons_vfo_threshold,jons_vfi_threshold,maxvfo_by_two,maxvfi_by_two,vfo_right_on_cutoff_jons,vfi_right_on_cutoff_jons
matlab_in/dependencies.csv.deps,13901,0.00071079,0.24405,4005,3950,454,2727,4864,9092,18,3,
